run_id,strategy,migration_time_ms,client_downtime_ms,latency_before_downtime_ms,packet_loss_during_migration_pct,total_packets_successful,total_packets,initial_state_size_bytes,final_state_size_bytes,config_json
latency,postcopy,2738.952875137329,2766.3967609405518,0.0,15,560,565,0,124928000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":1000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,6762.970447540283,6763.8959884643555,0.0,29,557,567,0,124928000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":5000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,1726.1455059051514,1145.3192234039307,580.8262825012207,11,590,593,120832000,10240000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":0,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,1810.9533786773682,1243.1981563568115,567.7552223205566,20,590,595,120832000,11264000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":50,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,1978.7919521331787,1333.2712650299072,645.5206871032715,15,603,608,119808000,14336000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":100,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,2743.06583404541,1730.8862209320068,1012.1796131134033,17,636,641,119808000,21504000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":500,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,3820.244073867798,2258.7876319885254,1561.4564418792725,15,693,698,120832000,31744000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":1000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,12139.137506484985,6619.716644287109,5519.420862197876,29,1085,1095,119808000,112640000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":5000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,1639.8396492004395,1641.3958072662354,0.0,19,559,564,0,125952000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":0,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,1716.9489860534668,1716.0418033599854,0.9071826934814453,19,555,560,0,123904000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":50,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,1795.6573963165283,1797.6157665252686,0.0,14,558,562,0,124928000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":100,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,2127.382516860962,2127.840280532837,0.0,19,559,564,0,125952000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":500,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,2745.7921504974365,2743.612766265869,2.179384231567383,12,559,563,0,123904000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":1000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,6704.788684844971,6708.748340606689,0.0,29,564,574,0,126976000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":5000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,1870.516300201416,1340.3761386871338,530.1401615142822,17,589,594,120832000,11264000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":0,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,1927.7927875518799,1360.1644039154053,567.6283836364746,6,595,597,119808000,12288000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":50,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,1970.0469970703125,1295.017957687378,675.0290393829346,18,595,600,118784000,13312000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":100,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,2891.479253768921,1818.8726902008057,1072.6065635681152,17,641,646,119808000,22528000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":500,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,3983.487844467163,2471.8573093414307,1511.6305351257324,14,689,694,119808000,31744000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":1000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,precopy,12139.485359191895,6615.812063217163,5523.673295974731,26,1086,1095,120832000,113664000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":5000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""precopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,1623.1648921966553,1629.2052268981934,0.0,20,553,558,0,123904000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":0,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,1765.5949592590332,1765.95139503479,0.0,13,560,564,0,125952000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":50,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,1654.5734405517578,1656.0149192810059,0.0,19,557,562,0,124928000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":100,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,2014.235258102417,2041.9869422912598,0.0,14,555,559,0,124928000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":500,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,2719.09761428833,2717.1709537506104,1.9266605377197266,16,557,562,0,123904000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":1000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
latency,postcopy,6681.638240814209,6678.1933307647705,3.4449100494384766,30,556,566,0,123904000,"{""general"":{""run_id"":""latency"",""results_dir"":""results""},""clients"":{""count"":5,""rate_hz"":20.0,""payload_bytes"":1024000,""timeout_ms"":800},""network"":{""latency_ms"":5000,""jitter_ms"":0,""loss_pct"":0.0},""migration"":{""strategy"":""postcopy"",""delay_s"":5.0,""postcopy_sync_s"":5.0,""dest_preboot"":true},""servers"":{""service_alias"":""service"",""port"":5000,""image_server"":""migration_test/server:latest"",""image_client"":""migration_test/client:latest"",""network_name"":""bench_net""}}"
